"","topic","term","beta"
"73888",8,"согнуть",9.86422912810234e-50
"73889",9,"согнуть",2.24849275422351e-320
"73890",10,"согнуть",1.67957844226548e-42
"73891",1,"соглашаться",1.93830157049734e-265
"73892",2,"соглашаться",3.79905046162363e-297
"73893",3,"соглашаться",5.64171457572838e-48
"73894",4,"соглашаться",0.000291967185009501
"73895",5,"соглашаться",2.79483343515942e-77
"73896",6,"соглашаться",1.58893665030939e-306
"73897",7,"соглашаться",2.58300405497093e-307
"73898",8,"соглашаться",2.58215128292226e-301
"73899",9,"соглашаться",7.7845214945353e-86
"73900",10,"соглашаться",2.19705537080547e-90
"73901",1,"согласота",3.72007597602084e-44
"73902",2,"согласота",2.10673504640886e-69
"73903",3,"согласота",9.14880960849119e-05
"73904",4,"согласота",1.29444828872147e-279
"73905",5,"согласота",1.2325698649625e-59
"73906",6,"согласота",3.72007597602084e-44
"73907",7,"согласота",2.94467146941593e-193
"73908",8,"согласота",2.81395943453897e-29
"73909",9,"согласота",3.72007597602084e-44
"73910",10,"согласота",1.08999277046293e-227
"73911",1,"соглас",3.72007597602084e-44
"73912",2,"соглас",6.85347366165501e-56
"73913",3,"соглас",3.40843757492162e-295
"73914",4,"соглас",3.72007597602084e-44
"73915",5,"соглас",3.56062934038088e-45
"73916",6,"соглас",0.000122587526814913
"73917",7,"соглас",1.09629423944918e-308
"73918",8,"соглас",2.28116038466818e-35
"73919",9,"соглас",3.72007597602084e-44
"73920",10,"соглас",3.72007597602084e-44
"73921",1,"соглашеж",4.55146909160782e-317
"73922",2,"соглашеж",2.96439387504748e-323
"73923",3,"соглашеж",4.59051213520477e-319
"73924",4,"соглашеж",1.38143155159065e-247
"73925",5,"соглашеж",1.70279724839186e-319
"73926",6,"соглашеж",5.55668089954128e-158
"73927",7,"соглашеж",1.30342422423254e-318
"73928",8,"соглашеж",0.000139689378383325
"73929",9,"соглашеж",6.72670376812857e-320
"73930",10,"соглашеж",2.49038744009276e-311
"73931",1,"соглашение",1.26480805335359e-321
"73932",2,"соглашение",3.72007597602084e-44
"73933",3,"соглашение",5.43472210425371e-323
"73934",4,"соглашение",4.94065645841247e-324
"73935",5,"соглашение",3.72007597602084e-44
"73936",6,"соглашение",4.55262740737859e-05
"73937",7,"соглашение",0
"73938",8,"соглашение",1.44687921253758e-277
"73939",9,"соглашение",3.72007597602084e-44
"73940",10,"соглашение",9.87232800451647e-05
"73941",1,"соглашенша",3.72007597602084e-44
"73942",2,"соглашенша",3.72007597602084e-44
"73943",3,"соглашенша",3.72007597602084e-44
"73944",4,"соглашенша",3.72007597602084e-44
"73945",5,"соглашенша",3.72007597602084e-44
"73946",6,"соглашенша",3.72007597602084e-44
"73947",7,"соглашенша",2.60722384170015e-246
"73948",8,"соглашенша",0.000139689378379072
"73949",9,"соглашенша",3.12057149066863e-15
"73950",10,"соглашенша",6.42285339593621e-323
"73951",1,"содержаться",1.84929408705096e-312
"73952",2,"содержаться",7.41822716567213e-05
"73953",3,"содержаться",9.08041768294689e-318
"73954",4,"содержаться",7.37333740827346e-289
"73955",5,"содержаться",3.40439538786225e-60
"73956",6,"содержаться",2.13930867282672e-314
"73957",7,"содержаться",8.96021808076325e-280
"73958",8,"содержаться",4.60717778836799e-296
"73959",9,"содержаться",1.27257156046304e-09
"73960",10,"содержаться",0.000471141114901265
"73961",1,"содержание",0
"73962",2,"содержание",2.72177273915436e-300
"73963",3,"содержание",3.30300771289048e-68
"73964",4,"содержание",0
"73965",5,"содержание",3.72007597602084e-44
"73966",6,"содержание",7.38628140532664e-321
"73967",7,"содержание",4.74407497095942e-312
"73968",8,"содержание",5.97819431467908e-322
"73969",9,"содержание",0
"73970",10,"содержание",0.000157047054249793
"73971",1,"содержашя",3.01965078903558e-311
"73972",2,"содержашя",3.72007597602084e-44
"73973",3,"содержашя",0
"73974",4,"содержашя",2.36953883745462e-320
"73975",5,"содержашя",0.000100345862557332
"73976",6,"содержашя",0
"73977",7,"содержашя",8.4491541490211e-06
"73978",8,"содержашя",6.87739379011015e-321
"73979",9,"содержашя",0
"73980",10,"содержашя",6.52312921994496e-24
"73981",1,"содержащий",0.000121759621291734
"73982",2,"содержащий",1.30730214041363e-269
"73983",3,"содержащий",7.30999766960875e-319
"73984",4,"содержащий",5.29870926635472e-35
"73985",5,"содержащий",4.79984300515276e-08
"73986",6,"содержащий",5.83661307330579e-313
"73987",7,"содержащий",1.29279849186435e-16
"73988",8,"содержащий",5.5938632436602e-10
"73989",9,"содержащий",8.11477341725558e-60
"73990",10,"содержащий",0.000156976510186963
"73991",1,"содкйство",1.74155693493077e-12
"73992",2,"содкйство",5.20463085543725e-192
"73993",3,"содкйство",3.59609403383015e-06
"73994",4,"содкйство",3.15690090155844e-279
"73995",5,"содкйство",1.57773712882111e-316
"73996",6,"содкйство",1.20068804041927e-314
"73997",7,"содкйство",1.45134884715925e-315
"73998",8,"содкйство",9.32200182015693e-35
"73999",9,"содкйство",9.84801097524892e-05
"74000",10,"содкйство",2.01101927674585e-161
"74001",1,"соедина",0
"74002",2,"соедина",3.72007597602084e-44
"74003",3,"соедина",0
"74004",4,"соедина",7.90505033345994e-323
"74005",5,"соедина",5.60596542704676e-301
"74006",6,"соедина",0.000122587526814913
"74007",7,"соедина",0
"74008",8,"соедина",3.90311860214585e-322
"74009",9,"соедина",3.72007597602084e-44
"74010",10,"соедина",1.31915527439613e-321
"74011",1,"созывать",0.000202295971363742
"74012",2,"созывать",4.28194343609462e-318
"74013",3,"созывать",0.000122462556734712
"74014",4,"созывать",2.52014333007146e-304
"74015",5,"созывать",1.54830718141358e-313
"74016",6,"созывать",1.80303180388581e-18
"74017",7,"созывать",4.72062585649057e-60
"74018",8,"созывать",3.94999234048211e-46
"74019",9,"созывать",4.31744202310438e-314
"74020",10,"созывать",5.36014218079163e-148
"74021",1,"созег",2.46025328566797e-45
"74022",2,"созег",8.03082303118617e-68
"74023",3,"созег",1.22130016244606e-67
"74024",4,"созег",1.05131750884516e-55
"74025",5,"созег",8.96595520690568e-60
"74026",6,"созег",2.18873453013232e-67
"74027",7,"созег",0.000121937780305409
"74028",8,"созег",1.00598890401932e-55
"74029",9,"созег",1.5304760161318e-67
"74030",10,"созег",1.13099217481783e-55
"74031",1,"сознательно",0
"74032",2,"сознательно",7.41831699791556e-05
"74033",3,"сознательно",1.84205775790453e-53
"74034",4,"сознательно",2.56914135837448e-322
"74035",5,"сознательно",3.72007597602084e-44
"74036",6,"сознательно",0
"74037",7,"сознательно",0
"74038",8,"сознательно",2.47032822920623e-323
"74039",9,"сознательно",3.72007597602084e-44
"74040",10,"сознательно",8.64614880222181e-322
"74041",1,"сзываться",0.000243519242585453
"74042",2,"сзываться",1.00012767780293e-55
"74043",3,"сзываться",1.23343042075357e-55
"74044",4,"сзываться",6.75050130177448e-25
"74045",5,"сзываться",3.72007597602084e-44
"74046",6,"сзываться",3.72007597602084e-44
"74047",7,"сзываться",3.72007597602084e-44
"74048",8,"сзываться",3.72007597602084e-44
"74049",9,"сзываться",1.38201837359844e-55
"74050",10,"сзываться",3.72007597602084e-44
"74051",1,"сокольник",5.99328181176628e-274
"74052",2,"сокольник",3.4159293851955e-39
"74053",3,"сокольник",2.42828033936837e-313
"74054",4,"сокольник",1.5792988640538e-26
"74055",5,"сокольник",5.14820094902255e-312
"74056",6,"сокольник",2.54029724140534e-153
"74057",7,"сокольник",5.46957121176597e-310
"74058",8,"сокольник",1.23529516335497e-306
"74059",9,"сокольник",0.00010250941686814
"74060",10,"сокольник",1.16049611337451e-130
"74061",1,"солдатскиха",2.55106001988381e-23
"74062",2,"солдатскиха",7.41831699781147e-05
"74063",3,"солдатскиха",1.28373809746688e-15
"74064",4,"солдатскиха",1.43534656102537e-288
"74065",5,"солдатскиха",9.35440141597635e-296
"74066",6,"солдатскиха",1.69373191347042e-136
"74067",7,"солдатскиха",5.36743152648543e-294
"74068",8,"солдатскиха",2.91304287670525e-290
"74069",9,"солдатскиха",4.0005146578435e-227
"74070",10,"солдатскиха",2.40245746413574e-286
"74071",1,"солдатскихь",8.5229004122638e-312
"74072",2,"солдатскихь",8.36295037402561e-319
"74073",3,"солдатскихь",1.07931375150689e-30
"74074",4,"солдатскихь",2.14891010270599e-221
"74075",5,"солдатскихь",7.42261347848459e-35
"74076",6,"солдатскихь",0.000122587526814913
"74077",7,"солдатскихь",7.14283759729162e-314
"74078",8,"солдатскихь",1.09116244941664e-80
"74079",9,"солдатскихь",3.93134552356913e-314
"74080",10,"солдатскихь",8.5409046073047e-307
"74081",1,"солдатскнх",7.7908522463683e-21
"74082",2,"солдатскнх",0.000116429049666257
"74083",3,"солдатскнх",6.11666149927497e-160
"74084",4,"солдатскнх",2.17264541736001e-297
"74085",5,"солдатскнх",4.30079978905438e-261
"74086",6,"солдатскнх",1.11254541169713e-05
"74087",7,"солдатскнх",0.000163367868255193
"74088",8,"солдатскнх",3.83928689158768e-24
"74089",9,"солдатскнх",2.70009144428955e-270
"74090",10,"солдатскнх",1.05709951489649e-49
"74091",1,"солод",0.000121759621292726
"74092",2,"солод",8.86086371342876e-56
"74093",3,"солод",1.09278634932702e-55
"74094",4,"солод",3.72007597602084e-44
"74095",5,"солод",1.28782293849606e-55
"74096",6,"солод",1.46425578612995e-55
"74097",7,"солод",1.45649487655962e-55
"74098",8,"солод",3.72007597602084e-44
"74099",9,"солод",1.22443152729307e-55
"74100",10,"солод",3.72007597602084e-44
"74101",1,"соляной",1.69968831620713e-25
"74102",2,"соляной",7.41731348304916e-05
"74103",3,"соляной",1.63074425358246e-304
"74104",4,"соляной",1.64741787888061e-300
"74105",5,"соляной",2.28700484268383e-17
"74106",6,"соляной",4.81285274575134e-302
"74107",7,"соляной",1.65285706065406e-305
"74108",8,"соляной",1.88965189414609e-08
"74109",9,"соляной",4.30272189187957e-56
"74110",10,"соляной",5.02546733060788e-298
"74111",1,"сомн",6.78940761550487e-317
"74112",2,"сомн",7.41831699791556e-05
"74113",3,"сомн",1.05636472176704e-317
"74114",4,"сомн",2.00667810223171e-309
"74115",5,"сомн",2.45204780031011e-319
"74116",6,"сомн",6.67604721746047e-317
"74117",7,"сомн",7.48608266578657e-320
"74118",8,"сомн",8.51048678646395e-21
"74119",9,"сомн",5.13185986335303e-320
"74120",10,"сомн",6.18795746690317e-312
"74121",1,"сонм",3.72007597602084e-44
"74122",2,"сонм",9.57889697509064e-56
"74123",3,"сонм",1.18133952488808e-55
"74124",4,"сонм",3.72007597602084e-44
"74125",5,"сонм",0.000107816546534024
"74126",6,"сонм",1.5829106871587e-55
"74127",7,"сонм",1.57452090876313e-55
"74128",8,"сонм",3.72007597602084e-44
"74129",9,"сонм",1.32365217467583e-55
"74130",10,"сонм",3.72007597602084e-44
"74131",1,"сонт",3.35627153041654e-306
"74132",2,"сонт",4.40014673009182e-310
"74133",3,"сонт",9.51808832934139e-307
"74134",4,"сонт",8.85939898913219e-302
"74135",5,"сонт",1.25839675245704e-307
"74136",6,"сонт",1.36259714272129e-304
"74137",7,"сонт",2.76372214807276e-19
"74138",8,"сонт",0.000139689378383325
"74139",9,"сонт",1.3524739991392e-278
"74140",10,"сонт",3.89712178362692e-301
"74141",1,"сооб",1.8338637285724e-309
"74142",2,"сооб",1.38644260384755e-314
"74143",3,"сооб",1.50439582240956e-311
"74144",4,"сооб",7.05650334332781e-16
"74145",5,"сооб",2.53009390479175e-23
"74146",6,"сооб",0.00012258752681432
"74147",7,"сооб",1.98510009616695e-310
"74148",8,"сооб",1.33395300026241e-306
"74149",9,"сооб",1.68053397695901e-312
"74150",10,"сооб",1.8238781460361e-303
"74151",1,"сообщаться",4.44659081257122e-323
"74152",2,"сообщаться",3.72007597602084e-44
"74153",3,"сообщаться",0
"74154",4,"сообщаться",1.24998608397835e-320
"74155",5,"сообщаться",1.17453613538281e-25
"74156",6,"сообщаться",0.000122587526814913
"74157",7,"сообщаться",5.97481326657444e-40
"74158",8,"сообщаться",1.48321588813634e-314
"74159",9,"сообщаться",0
"74160",10,"сообщаться",1.8987252807519e-35
"74161",1,"сообщен1е",1.43199047934464e-55
"74162",2,"сообщен1е",8.72453447439717e-56
"74163",3,"сообщен1е",1.07597316085908e-55
"74164",4,"сообщен1е",3.72007597602084e-44
"74165",5,"сообщен1е",2.30492103553947e-58
"74166",6,"сообщен1е",0.000122587526814913
"74167",7,"сообщен1е",1.43408577229875e-55
"74168",8,"сообщен1е",3.72007597602084e-44
"74169",9,"сообщен1е",1.20559269240641e-55
"74170",10,"сообщен1е",3.72007597602084e-44
"74171",1,"сообщеш",1.11374051294644e-313
"74172",2,"сообщеш",4.26922124571421e-320
"74173",3,"сообщеш",1.33215453343692e-17
"74174",4,"сообщеш",3.31168722377224e-12
"74175",5,"сообщеш",4.09069093654302e-276
"74176",6,"сообщеш",0.000245175050848868
"74177",7,"сообщеш",9.00539218914993e-315
"74178",8,"сообщеш",3.89255902855788e-310
"74179",9,"сообщеш",3.77426871046713e-308
"74180",10,"сообщеш",2.0701431364986e-309
"74181",1,"соответствующий",3.33162097712696e-311
"74182",2,"соответствующий",9.93516607222163e-320
"74183",3,"соответствующий",9.01317420058717e-48
"74184",4,"соответствующий",1.50466181781261e-237
"74185",5,"соответствующий",1.03475908631317e-314
"74186",6,"соответствующий",1.00579541064154e-313
"74187",7,"соответствующий",0.000121937780305409
"74188",8,"соответствующий",7.44233397844828e-261
"74189",9,"соответствующий",1.23561461101259e-307
"74190",10,"соответствующий",1.89896544243133e-64
"74191",1,"сопа",7.11869570050511e-10
"74192",2,"сопа",3.72007597602084e-44
"74193",3,"сопа",0
"74194",4,"сопа",1.09336727424668e-320
"74195",5,"сопа",0
"74196",6,"сопа",4.46025945308077e-53
"74197",7,"сопа",2.21989752648222e-26
"74198",8,"сопа",0.000139688561687144
"74199",9,"сопа",0
"74200",10,"сопа",1.16219061871236e-319
"74201",1,"сопфт",3.72007597602084e-44
"74202",2,"сопфт",1.23516411460312e-322
"74203",3,"сопфт",3.72007597602084e-44
"74204",4,"сопфт",0
"74205",5,"сопфт",3.72007597602084e-44
"74206",6,"сопфт",3.72007597602084e-44
"74207",7,"сопфт",3.72007597602084e-44
"74208",8,"сопфт",0.000139689378383325
"74209",9,"сопфт",1.09838967211626e-36
"74210",10,"сопфт",5.03107047160141e-320
"74211",1,"сорвать",0
"74212",2,"сорвать",5.74507018583121e-25
"74213",3,"сорвать",0
"74214",4,"сорвать",1.65709617615154e-320
"74215",5,"сорвать",3.72007597602084e-44
"74216",6,"сорвать",0
"74217",7,"сорвать",0.000121937780305409
"74218",8,"сорвать",3.97228779256362e-321
"74219",9,"сорвать",4.0919471589562e-297
"74220",10,"сорвать",1.69469467061319e-316
"74221",1,"сорность",3.72007597602084e-44
"74222",2,"сорность",3.72007597602084e-44
"74223",3,"сорность",3.72007597602084e-44
"74224",4,"сорность",3.72007597602084e-44
"74225",5,"сорность",3.72007597602084e-44
"74226",6,"сорность",1.41172752635373e-289
"74227",7,"сорность",3.72007597602084e-44
"74228",8,"сорность",1.3038630004848e-95
"74229",9,"сорность",3.72007597602084e-44
"74230",10,"сорность",0.000157047054249793
"74231",1,"сословный",3.68743408356066e-59
"74232",2,"сословный",3.72007597602084e-44
"74233",3,"сословный",3.5559609504082e-50
"74234",4,"сословный",0.000145983592504751
"74235",5,"сословный",3.72007597602084e-44
"74236",6,"сословный",0
"74237",7,"сословный",5.41744011455331e-54
"74238",8,"сословный",5.92878775009496e-323
"74239",9,"сословный",3.72007597602084e-44
"74240",10,"сословный",3.80810977845058e-319
"74241",1,"сосна",5.22777310401742e-296
"74242",2,"сосна",6.776121206313e-26
"74243",3,"сосна",3.72007597602084e-44
"74244",4,"сосна",0.000145983592504751
"74245",5,"сосна",3.72007597602084e-44
"74246",6,"сосна",3.72007597602084e-44
"74247",7,"сосна",3.72007597602084e-44
"74248",8,"сосна",0
"74249",9,"сосна",9.13219485355027e-315
"74250",10,"сосна",0
"74251",1,"сост",6.82338193726459e-303
"74252",2,"сост",7.41830649247373e-05
"74253",3,"сост",1.69841225836059e-307
"74254",4,"сост",1.68951387525178e-300
"74255",5,"сост",6.18208301586534e-307
"74256",6,"сост",3.5268146978741e-304
"74257",7,"сост",4.01276261935318e-11
"74258",8,"сост",1.51851594664482e-10
"74259",9,"сост",7.56198549278428e-305
"74260",10,"сост",3.8441626039472e-240
"74261",1,"составитель",3.60991936326089e-308
"74262",2,"составитель",3.41987885035566e-313
"74263",3,"составитель",4.24177980447587e-310
"74264",4,"составитель",5.06388492563795e-244
"74265",5,"составитель",2.00261855939967e-256
"74266",6,"составитель",3.24046768687377e-308
"74267",7,"составитель",0.000121937780305409
"74268",8,"составитель",1.83748660397284e-304
"74269",9,"составитель",1.30657197828611e-311
"74270",10,"составитель",6.58430986261078e-303
"74271",1,"составной",5.97897578140198e-311
"74272",2,"составной",7.41831699791556e-05
"74273",3,"составной",3.40827754151828e-314
"74274",4,"составной",1.98658721874636e-306
"74275",5,"составной",1.50108123617923e-314
"74276",6,"составной",9.25981348079342e-312
"74277",7,"составной",2.77759829502597e-311
"74278",8,"составной",1.39118191097019e-19
"74279",9,"составной",3.73817830207067e-311
"74280",10,"составной",2.55943778913017e-306
"74281",1,"сотый",1.02550413168376e-30
"74282",2,"сотый",2.03643934942458e-272
"74283",3,"сотый",5.0422162744839e-162
"74284",4,"сотый",2.25108638937541e-312
"74285",5,"сотый",8.88911546487716e-318
"74286",6,"сотый",8.84618406560294e-305
"74287",7,"сотый",2.80733124425566e-34
"74288",8,"сотый",4.94161661267395e-40
"74289",9,"сотый",0.00010250941686814
"74290",10,"сотый",6.78496952144934e-309
"74291",1,"софа",2.4318715076817e-306
"74292",2,"софа",1.51340544778874e-314
"74293",3,"софа",1.71204377523485e-46
"74294",4,"софа",6.17342610584146e-301
"74295",5,"софа",2.61955561630907e-34
"74296",6,"софа",0.000122586792574337
"74297",7,"софа",7.30348904718793e-10
"74298",8,"софа",1.18641690424951e-305
"74299",9,"софа",8.93240828606596e-309
"74300",10,"софа",6.64228956702958e-301
"74301",1,"соха",4.11606089550342e-320
"74302",2,"соха",1.2330205589408e-33
"74303",3,"соха",0
"74304",4,"соха",7.75683063970757e-322
"74305",5,"соха",3.72007597602084e-44
"74306",6,"соха",0
"74307",7,"соха",0.000121937780305086
"74308",8,"соха",1.03753785626662e-322
"74309",9,"соха",2.70999358668537e-16
"74310",10,"соха",7.47463885768638e-42
"74311",1,"сочинешям",1.24516993451631e-55
"74312",2,"сочинешям",1.61999333212993e-67
"74313",3,"сочинешям",9.35599383868891e-56
"74314",4,"сочинешям",1.49289547140137e-55
"74315",5,"сочинешям",1.10258161149972e-55
"74316",6,"сочинешям",1.2536364901433e-55
"74317",7,"сочинешям",1.60427120179096e-59
"74318",8,"сочинешям",0.000419068135149975
"74319",9,"сочинешям",1.04830859998875e-55
"74320",10,"сочинешям",1.48502634844919e-51
"74321",1,"сошализм",2.87550111133487e-64
"74322",2,"сошализм",7.41831699791556e-05
"74323",3,"сошализм",3.72007597602084e-44
"74324",4,"сошализм",2.31956844659362e-124
"74325",5,"сошализм",3.72007597602084e-44
"74326",6,"сошализм",3.72007597602084e-44
"74327",7,"сошализм",4.22327452441336e-173
"74328",8,"сошализм",0
"74329",9,"сошализм",3.72007597602084e-44
"74330",10,"сошализм",6.44854480951995e-320
"74331",1,"сошник",3.72007597602084e-44
"74332",2,"сошник",9.50051005749926e-56
"74333",3,"сошник",1.17167219989784e-55
"74334",4,"сошник",3.72007597602084e-44
"74335",5,"сошник",1.38078774131488e-55
"74336",6,"сошник",3.72007597602084e-44
"74337",7,"сошник",3.72007597602084e-44
"74338",8,"сошник",0.000139689378383325
"74339",9,"сошник",1.31282024532083e-55
"74340",10,"сошник",3.72007597602084e-44
"74341",1,"сощалист",3.72823413286878e-199
"74342",2,"сощалист",4.81794152152182e-09
"74343",3,"сощалист",9.02297858003862e-19
"74344",4,"сощалист",0.000437941296382453
"74345",5,"сощалист",3.14020699521903e-308
"74346",6,"сощалист",2.85105099478196e-306
"74347",7,"сощалист",2.09185658980149e-42
"74348",8,"сощалист",3.59625808160356e-247
"74349",9,"сощалист",6.16821293983538e-308
"74350",10,"сощалист",6.94106021602263e-300
"74351",1,"союзнвков",3.72007597602084e-44
"74352",2,"союзнвков",9.50051005749926e-56
"74353",3,"союзнвков",1.17167219989784e-55
"74354",4,"союзнвков",3.72007597602084e-44
"74355",5,"союзнвков",1.38078774131488e-55
"74356",6,"союзнвков",3.72007597602084e-44
"74357",7,"союзнвков",3.72007597602084e-44
"74358",8,"союзнвков",0.000139689378383325
"74359",9,"союзнвков",1.31282024532083e-55
"74360",10,"союзнвков",3.72007597602084e-44
"74361",1,"союзол",2.72611536263977e-46
"74362",2,"союзол",8.825681147623e-58
"74363",3,"союзол",1.49606542810223e-47
"74364",4,"союзол",6.61277662872308e-14
"74365",5,"союзол",2.51479413733194e-321
"74366",6,"союзол",0.000122587526759381
"74367",7,"союзол",2.17790877336597e-18
"74368",8,"союзол",4.33392852928439e-317
"74369",9,"союзол",1.28457067918724e-322
"74370",10,"союзол",5.41061599416712e-315
"74371",1,"спасевш",1.69711549346468e-320
"74372",2,"спасевш",6.27668105677039e-13
"74373",3,"спасевш",2.42091193056893e-31
"74374",4,"спасевш",5.57093600281214e-319
"74375",5,"спасевш",0
"74376",6,"спасевш",2.56372928786247e-310
"74377",7,"спасевш",1.83421476149199e-263
"74378",8,"спасевш",0.000139689377201405
"74379",9,"спасевш",3.55727265005698e-322
"74380",10,"спасевш",3.20697022584261e-318
"74381",1,"спаситель",3.82690994503081e-57
"74382",2,"спаситель",7.41831699791122e-05
"74383",3,"спаситель",6.34639642449586e-304
"74384",4,"спаситель",1.2541239670826e-296
"74385",5,"спаситель",6.51768358516018e-196
"74386",6,"спаситель",5.81313683129546e-301
"74387",7,"спаситель",7.12739415523139e-17
"74388",8,"спаситель",1.06874219836035e-295
"74389",9,"спаситель",6.40579112929574e-295
"74390",10,"спаситель",1.54351485033587e-295
"74391",1,"спашный",4.94065645841247e-324
"74392",2,"спашный",3.72007597602084e-44
"74393",3,"спашный",0
"74394",4,"спашный",6.2934081967258e-320
"74395",5,"спашный",0.000107816546534024
"74396",6,"спашный",0
"74397",7,"спашный",0
"74398",8,"спашный",1.269748709812e-321
"74399",9,"спашный",0
"74400",10,"спашный",2.26395700893834e-319
"74401",1,"спвсок",6.31382558510203e-312
"74402",2,"спвсок",6.52710124720871e-320
"74403",3,"спвсок",1.51529827355396e-315
"74404",4,"спвсок",2.36284298682306e-307
"74405",5,"спвсок",7.51198728720707e-23
"74406",6,"спвсок",6.29188781953152e-313
"74407",7,"спвсок",0.000121937780305409
"74408",8,"спвсок",1.08894709142795e-307
"74409",9,"спвсок",5.16251352060545e-314
"74410",10,"спвсок",7.04935324208098e-306
"74411",1,"спиртной",3.05304938541606e-310
"74412",2,"спиртной",7.38881166487574e-05
"74413",3,"спиртной",1.2488941187883e-311
"74414",4,"спиртной",5.80628084751928e-07
"74415",5,"спиртной",5.11260602166582e-301
"74416",6,"спиртной",2.51408985559313e-311
"74417",7,"спиртной",3.12209283667664e-232
"74418",8,"спиртной",1.28028946139409e-106
"74419",9,"спиртной",6.5820338730482e-313
"74420",10,"спиртной",1.64226767072364e-12
"74421",1,"спис",5.3975162664903e-310
"74422",2,"спис",2.56820686778997e-315
"74423",3,"спис",6.83347637915869e-312
"74424",4,"спис",2.22843105121604e-246
"74425",5,"спис",1.02351283882189e-257
"74426",6,"спис",1.46036558030668e-310
"74427",7,"спис",0.000121937780305409
"74428",8,"спис",2.96787811359894e-306
"74429",9,"спис",5.23576222741451e-313
"74430",10,"спис",1.30809507793272e-304
"74431",1,"списк",1.45502611853925e-09
"74432",2,"списк",0
"74433",3,"списк",1.42181335615069e-50
"74434",4,"списк",1.59025892617557e-316
"74435",5,"списк",1.63255028449146e-81
"74436",6,"списк",1.33738629672767e-319
"74437",7,"списк",0.000243874103455701
"74438",8,"списк",1.32037314621313e-316
"74439",9,"списк",3.16828404178947e-129
"74440",10,"списк",7.97643856043814e-315
"74441",1,"спискоа",2.81786388580388e-318
"74442",2,"спискоа",4.94065645841247e-324
"74443",3,"спискоа",6.91691904177745e-323
"74444",4,"спискоа",1.98248283258226e-26
"74445",5,"спискоа",3.91794057152109e-321
"74446",6,"спискоа",1.21730384459939e-271
"74447",7,"спискоа",0.000121937780305409
"74448",8,"спискоа",1.54739428998675e-48
"74449",9,"спискоа",1.33397724377137e-322
"74450",10,"спискоа",7.34100357442183e-315
"74451",1,"спичка",3.45845952088873e-321
"74452",2,"спичка",8.0472934682152e-25
"74453",3,"спичка",0
"74454",4,"спичка",2.68012525814456e-30
"74455",5,"спичка",1.12968267922293e-298
"74456",6,"спичка",6.49865605035325e-290
"74457",7,"спичка",7.90505033345994e-323
"74458",8,"спичка",2.34951236399385e-38
"74459",9,"спичка",7.9214173559214e-63
"74460",10,"спичка",0.000314094108499587
"74461",1,"спл",4.74084927647462e-301
"74462",2,"спл",1.4614239493576e-24
"74463",3,"спл",3.14745796289194e-05
"74464",4,"спл",8.99031068508231e-296
"74465",5,"спл",2.66675979516654e-304
"74466",6,"спл",6.31417034146083e-281
"74467",7,"спл",4.57122671259651e-296
"74468",8,"спл",3.05885985376666e-298
"74469",9,"спл",6.72431806909674e-05
"74470",10,"спл",2.20994527010682e-296
"74471",1,"сплетать",2.37695970345515e-318
"74472",2,"сплетать",1.83529459708577e-13
"74473",3,"сплетать",9.14880958585701e-05
"74474",4,"сплетать",2.94840833761922e-247
"74475",5,"сплетать",4.34777768340297e-322
"74476",6,"сплетать",2.62674941267957e-319
"74477",7,"сплетать",3.97722844902203e-321
"74478",8,"сплетать",1.4396935273125e-315
"74479",9,"сплетать",3.62150118401634e-320
"74480",10,"сплетать",5.70901658399811e-298
"74481",1,"спнсок",1.01703808422768e-39
"74482",2,"спнсок",1.97850787543206e-57
"74483",3,"спнсок",0
"74484",4,"спнсок",4.89869427705927e-46
"74485",5,"спнсок",0
"74486",6,"спнсок",4.8369026727858e-321
"74487",7,"спнсок",0.000243875560610817
"74488",8,"спнсок",9.98289281360989e-319
"74489",9,"спнсок",0
"74490",10,"спнсок",2.41862915061884e-316
"74491",1,"сподобляться",3.58458380362339e-33
"74492",2,"сподобляться",1.06054525490283e-12
"74493",3,"сподобляться",8.50415277093229e-17
"74494",4,"сподобляться",4.10998181774778e-308
"74495",5,"сподобляться",8.45316607321684e-314
"74496",6,"сподобляться",7.44820267282241e-310
"74497",7,"сподобляться",1.24217969728692e-309
"74498",8,"сподобляться",1.46370305721526e-21
"74499",9,"сподобляться",0.000102509415402539
"74500",10,"сподобляться",1.57893392846428e-295
"74501",1,"споих",6.58029898523142e-274
"74502",2,"споих",4.61868966512487e-38
"74503",3,"споих",1.25340521873941e-313
"74504",4,"споих",3.64943232179231e-26
"74505",5,"споих",1.14716904666403e-311
"74506",6,"споих",1.66946217809499e-153
"74507",7,"споих",1.82765729039741e-310
"74508",8,"споих",3.20945871816071e-306
"74509",9,"споих",0.00010250941686814
"74510",10,"споих",1.53326888554318e-129
"74511",1,"сполна",1.08911143758516e-313
"74512",2,"сполна",1.76987873181073e-22
"74513",3,"сполна",3.72007597602084e-44
"74514",4,"сполна",7.19359580344855e-321
"74515",5,"сполна",3.72007597602084e-44
"74516",6,"сполна",4.69921026902049e-311
"74517",7,"сполна",5.1509215696692e-20
"74518",8,"сполна",0.000139689378383325
"74519",9,"сполна",0
"74520",10,"сполна",1.13141032897645e-321
"74521",1,"спонх",3.4675591336643e-313
"74522",2,"спонх",3.72007597602084e-44
"74523",3,"спонх",3.72007597602084e-44
"74524",4,"спонх",0
"74525",5,"спонх",0
"74526",6,"спонх",1.11047546079023e-231
